2019-07-13 23:48:47.690 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.DemoApplicationTests], using SpringBootContextLoader
2019-07-13 23:48:47.695 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.demo.DemoApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-07-13 23:48:47.696 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.DemoApplicationTests]: DemoApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-07-13 23:48:47.778 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.DemoApplication for test class com.example.demo.DemoApplicationTests
2019-07-13 23:48:47.868 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-07-13 23:48:47.879 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2805d709, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3ee37e5a, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2ea41516, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3a44431a, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3c7f66c4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@194bcebf, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@17497425, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@f0da945, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4803b726, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@ffaa6af, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@53ce1329, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@316bcf94]
2019-07-13 23:48:48.131 [main] INFO  com.example.demo.DemoApplicationTests - Starting DemoApplicationTests on roman with PID 12676 (started by mi in E:\code\springbootDemo)
2019-07-13 23:48:48.131 [main] INFO  com.example.demo.DemoApplicationTests - The following profiles are active: dev
2019-07-13 23:48:48.662 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-07-13 23:48:48.664 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-07-13 23:48:48.689 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 13ms. Found 0 repository interfaces.
2019-07-13 23:48:48.996 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$dbdf4e9d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-07-13 23:48:49.352 [main] ERROR com.example.demo.config.TestProfileAnnotation - TestProfileAnnotation------------------------
2019-07-13 23:48:50.091 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-07-13 23:48:50.208 [main] WARN  org.thymeleaf.templatemode.TemplateMode - [THYMELEAF][main] Template Mode 'LEGACYHTML5' is deprecated. Using Template Mode 'HTML' instead.
2019-07-13 23:48:50.241 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
2019-07-13 23:48:50.477 [main] INFO  com.example.demo.DemoApplicationTests - Started DemoApplicationTests in 2.567 seconds (JVM running for 3.257)
2019-07-13 23:48:50.611 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.test.Test], using SpringBootContextLoader
2019-07-13 23:48:50.612 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.demo.test.Test]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-07-13 23:48:50.612 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.test.Test]: Test does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-07-13 23:48:50.616 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.DemoApplication for test class com.example.demo.test.Test
2019-07-13 23:48:50.617 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-07-13 23:48:50.618 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@c2cf597, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@724bf25f, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2abafa97, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@6f6cc7da, org.springframework.test.context.support.DirtiesContextTestExecutionListener@40717ed, org.springframework.test.context.transaction.TransactionalTestExecutionListener@29f3c438, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5460edd3, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@5dbbb292, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@613f7eb7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@565aa4ac, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@587c5c1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@528c8c1]
2019-07-13 23:48:50.667 [main] ERROR com.alibaba.druid.pool.DruidDataSource - testWhileIdle is true, validationQuery not set
2019-07-13 23:48:50.675 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
